nombre,artista,reproducciones,url,imagen_url,audio_url
Where Are Ü Now (with Justin Bieber),Jack Ü,5316744,https://www.last.fm/music/Jack+%C3%9C/_/Where+Are+%C3%9C+Now+(with+Justin+Bieber),https://lastfm.freetls.fastly.net/i/u/300x300/52b54dd374a4456c8fefe1100c6d6956.png,
"There, There",Radiohead,5316241,"https://www.last.fm/music/Radiohead/_/There,+There",https://lastfm.freetls.fastly.net/i/u/300x300/5254908440998485d6f9649a0729a559.png,
Ageispolis,Aphex Twin,5312050,https://www.last.fm/music/Aphex+Twin/_/Ageispolis,https://lastfm.freetls.fastly.net/i/u/300x300/36307d33d9e5025c8f4564748e17a5f8.png,
Somebody to Love,Justin Bieber,5311877,https://www.last.fm/music/Justin+Bieber/_/Somebody+to+Love,https://lastfm.freetls.fastly.net/i/u/300x300/cc2b72b088bdc3beb0cdb7636fbe02bb.png,
Dracula - JENNIE remix,Tame Impala,5308236,https://www.last.fm/music/Tame+Impala/_/Dracula+-+JENNIE+remix,https://lastfm.freetls.fastly.net/i/u/300x300/96b82343a6f744392402bd9df8267d2f.png,
Across the Universe,Fiona Apple,5307849,https://www.last.fm/music/Fiona+Apple/_/Across+the+Universe,https://lastfm.freetls.fastly.net/i/u/300x300/6203beb20a32ac10764adf5d9a1f2c85.png,
Non-Stop,Leslie Odom Jr.,5306776,https://www.last.fm/music/Leslie+Odom+Jr./_/Non-Stop,,
Sugar for the Pill,Slowdive,5305245,https://www.last.fm/music/Slowdive/_/Sugar+for+the+Pill,https://lastfm.freetls.fastly.net/i/u/300x300/fdf14b43ab53c9d3895ad1c2d8584730.png,
ingydar,Adrianne Lenker,5305094,https://www.last.fm/music/Adrianne+Lenker/_/ingydar,https://lastfm.freetls.fastly.net/i/u/300x300/746436fb5abd430a4e684eaeee4f1aff.png,
OHMAMI,Chase Atlantic,5303392,https://www.last.fm/music/Chase+Atlantic/_/OHMAMI,https://lastfm.freetls.fastly.net/i/u/300x300/a596248ead505e09c70a94e70025000c.png,
カワキヲアメク,美波,5300949,https://www.last.fm/music/%E7%BE%8E%E6%B3%A2/_/%E3%82%AB%E3%83%AF%E3%82%AD%E3%83%B2%E3%82%A2%E3%83%A1%E3%82%AF,https://lastfm.freetls.fastly.net/i/u/300x300/889b872ff25c8ac16b8057c2bc0f1453.png,
VETERAN (feat. Ken Carson),Destroy Lonely,5297930,https://www.last.fm/music/Destroy+Lonely/_/VETERAN+(feat.+Ken+Carson),,
Voulez-Vous,ABBA,5296313,https://www.last.fm/music/ABBA/_/Voulez-Vous,https://lastfm.freetls.fastly.net/i/u/300x300/929f961574d7444ac439f0da85c211ea.png,
Unravel,TK from Ling tosite sigure,5293513,https://www.last.fm/music/TK+from+Ling+tosite+sigure/_/Unravel,https://lastfm.freetls.fastly.net/i/u/300x300/74563a1f56124435c4d3a30b5c4ff597.png,
Emo Boy,Ayesha Erotica,5293209,https://www.last.fm/music/Ayesha+Erotica/_/Emo+Boy,https://lastfm.freetls.fastly.net/i/u/300x300/f183c38964a6ff6b9e2157c6851de2d4.png,
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,5290626,https://www.last.fm/music/Clean+Bandit/_/Rockabye+(feat.+Sean+Paul+&+Anne-Marie),https://lastfm.freetls.fastly.net/i/u/300x300/f22cf3a4b613512286a0953ffda7a937.png,
Embarrassed (feat. Travis Scott),Don Toliver,5289732,https://www.last.fm/music/Don+Toliver/_/Embarrassed+(feat.+Travis+Scott),https://lastfm.freetls.fastly.net/i/u/300x300/043211479ce1378b14ba16d86be0d2bd.png,
No One Noticed (Extended English),The Marías,5289619,https://www.last.fm/music/The+Mar%C3%ADas/_/No+One+Noticed+(Extended+English),https://lastfm.freetls.fastly.net/i/u/300x300/0fc48f2b5906f39385216339b15388f3.png,
Dry Hands,C418,5288335,https://www.last.fm/music/C418/_/Dry+Hands,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png,
Self Control,Laura Branigan,5287156,https://www.last.fm/music/Laura+Branigan/_/Self+Control,https://lastfm.freetls.fastly.net/i/u/300x300/bab02da55c5c47550a58a80acc8533ef.png,
Secrets,A Boogie wit da Hoodie,5286912,https://www.last.fm/music/A+Boogie+wit+da+Hoodie/_/Secrets,https://lastfm.freetls.fastly.net/i/u/300x300/4eca07e9b5ee2f4ce3535fa496b75102.png,
Emergency Contact,Pierce the Veil,5286504,https://www.last.fm/music/Pierce+the+Veil/_/Emergency+Contact,https://lastfm.freetls.fastly.net/i/u/300x300/2882ab3d02f15a292081c960ce134004.png,
Portland,Drake,5284541,https://www.last.fm/music/Drake/_/Portland,https://lastfm.freetls.fastly.net/i/u/300x300/506d5c9093b1b31d95c5903628175875.png,
Unknown / Nth,Hozier,5284209,https://www.last.fm/music/Hozier/_/Unknown+%2F+Nth,https://lastfm.freetls.fastly.net/i/u/300x300/8812c8d505c8f32eef7a65ce676473a5.png,
TYRANT,Beyoncé,5284116,https://www.last.fm/music/Beyonc%C3%A9/_/TYRANT,https://lastfm.freetls.fastly.net/i/u/300x300/d02aeea86757347aa3b1fc3f67f52f44.png,
Secrets,A Boogie wit da Hoodie,5284095,https://www.last.fm/music/A+Boogie+wit+da+Hoodie/_/Secrets,https://lastfm.freetls.fastly.net/i/u/300x300/4eca07e9b5ee2f4ce3535fa496b75102.png,
Drugs N Hella Melodies (feat. Kali Uchis),Don Toliver,5282580,https://www.last.fm/music/Don+Toliver/_/Drugs+N+Hella+Melodies+(feat.+Kali+Uchis),https://lastfm.freetls.fastly.net/i/u/300x300/82470cd81a8f1641870a2f86143865b2.png,
Just What I Needed,The Cars,5282540,https://www.last.fm/music/The+Cars/_/Just+What+I+Needed,https://lastfm.freetls.fastly.net/i/u/300x300/a3e3bbe2194b49e2b19cfc897e36fffd.png,
Pretty Little Birds (feat. Isaiah Rashad),SZA,5282135,https://www.last.fm/music/SZA/_/Pretty+Little+Birds+(feat.+Isaiah+Rashad),https://lastfm.freetls.fastly.net/i/u/300x300/71e1f227bf62caabd3bba57d8c0fde0f.png,
Pet,A Perfect Circle,5281853,https://www.last.fm/music/A+Perfect+Circle/_/Pet,https://lastfm.freetls.fastly.net/i/u/300x300/24d89562266bf9a622c628b0f2ca9ee1.png,
Rewind,Wonder Girls,5281770,https://www.last.fm/music/Wonder+Girls/_/Rewind,https://lastfm.freetls.fastly.net/i/u/300x300/2a4987226f30b7edac005e50f25a5b0a.png,
Love You to Death,Type O Negative,5281297,https://www.last.fm/music/Type+O+Negative/_/Love+You+to+Death,https://lastfm.freetls.fastly.net/i/u/300x300/bb830427ca254d869290b316116fd372.png,
Love Takes Miles,Cameron Winter,5280905,https://www.last.fm/music/Cameron+Winter/_/Love+Takes+Miles,https://lastfm.freetls.fastly.net/i/u/300x300/b3e0aa1c17cdd674a441b5c521fd8158.png,
Love Never Felt So Good,Michael Jackson,5280836,https://www.last.fm/music/Michael+Jackson/_/Love+Never+Felt+So+Good,https://lastfm.freetls.fastly.net/i/u/300x300/b366cff64b1e4757c7f64e117142baa5.png,
Just What I Needed,The Cars,5280065,https://www.last.fm/music/The+Cars/_/Just+What+I+Needed,https://lastfm.freetls.fastly.net/i/u/300x300/a3e3bbe2194b49e2b19cfc897e36fffd.png,
Bad,Michael Jackson,5280000,https://www.last.fm/music/Michael+Jackson/_/Bad,https://lastfm.freetls.fastly.net/i/u/300x300/36577e77dabeb2aed157e98c8924d436.png,
Reelin' In The Years,Steely Dan,5278812,https://www.last.fm/music/Steely+Dan/_/Reelin%27+In+The+Years,https://lastfm.freetls.fastly.net/i/u/300x300/d2550608de7d41d2c18bcd9f0db1bc00.png,
Hermit the Frog,Marina,5278300,https://www.last.fm/music/Marina/_/Hermit+the+Frog,,
Perfect,The Smashing Pumpkins,5278100,https://www.last.fm/music/The+Smashing+Pumpkins/_/Perfect,https://lastfm.freetls.fastly.net/i/u/300x300/2d3da87facb7efd308f343ae9c6c51e4.png,
Lost,Linkin Park,5277593,https://www.last.fm/music/Linkin+Park/_/Lost,https://lastfm.freetls.fastly.net/i/u/300x300/93423bedc7cf2c79493860a4a970a2c6.png,
Someone to You,BANNERS,5275346,https://www.last.fm/music/BANNERS/_/Someone+to+You,https://lastfm.freetls.fastly.net/i/u/300x300/98bd2468c584f52e2a5055b6d1a9facf.png,
Lost in Japan,Shawn Mendes,5274901,https://www.last.fm/music/Shawn+Mendes/_/Lost+in+Japan,https://lastfm.freetls.fastly.net/i/u/300x300/7fc1d5f109ade40ac913ff7b3466bdc9.png,
Middle,DJ Snake,5273977,https://www.last.fm/music/DJ+Snake/_/Middle,https://lastfm.freetls.fastly.net/i/u/300x300/8515d16cd189071fb8a0d1778a471791.png,
Hours In Silence,Drake,5272734,https://www.last.fm/music/Drake/_/Hours+In+Silence,https://lastfm.freetls.fastly.net/i/u/300x300/5b8aa4e15c1ab4d93dd8efa632dc3101.png,
Waterfalls,TLC,5271939,https://www.last.fm/music/TLC/_/Waterfalls,https://lastfm.freetls.fastly.net/i/u/300x300/8c40db78a7dc87ea1a984638f4bf0fc8.png,
Pork Soda,Glass Animals,5271771,https://www.last.fm/music/Glass+Animals/_/Pork+Soda,https://lastfm.freetls.fastly.net/i/u/300x300/05646a91f163b15d9f08642bbe170abf.png,
Doll Parts,Hole,5269439,https://www.last.fm/music/Hole/_/Doll+Parts,https://lastfm.freetls.fastly.net/i/u/300x300/6373e00a55bdbd68fe24369d2d05b2ee.png,
ONE SPARK,TWICE,5267217,https://www.last.fm/music/TWICE/_/ONE+SPARK,https://lastfm.freetls.fastly.net/i/u/300x300/358256fdc28d463587d2678ae772c4d1.png,
Scary Love,The Neighbourhood,5264071,https://www.last.fm/music/The+Neighbourhood/_/Scary+Love,https://lastfm.freetls.fastly.net/i/u/300x300/59caa16d5cb546f22a77daa587641772.png,
Do for Love,2Pac,5263600,https://www.last.fm/music/2Pac/_/Do+for+Love,https://lastfm.freetls.fastly.net/i/u/300x300/0bee0088039e47e2c74e1b7f0735e453.png,
I Stand Alone,Godsmack,5262748,https://www.last.fm/music/Godsmack/_/I+Stand+Alone,https://lastfm.freetls.fastly.net/i/u/300x300/7edb32e7079a4f1eaf522b05e85cae03.png,
PUNK TACTICS,Joey Valence & Brae,5258867,https://www.last.fm/music/Joey+Valence+&+Brae/_/PUNK+TACTICS,https://lastfm.freetls.fastly.net/i/u/300x300/46686dbc3f08796c9f71f915becb1cf9.png,
Panorama,IZ*ONE,5258530,https://www.last.fm/music/IZ%2AONE/_/Panorama,https://lastfm.freetls.fastly.net/i/u/300x300/803f9874bdd2bcb58c7a8116303bac82.png,
A Supplementary Story: You Never Walk Alone,BTS,5256955,https://www.last.fm/music/BTS/_/A+Supplementary+Story:+You+Never+Walk+Alone,https://lastfm.freetls.fastly.net/i/u/300x300/da4ad908c15424d2ea47e3f6a29f7812.png,
Bills,ENHYPEN,5255615,https://www.last.fm/music/ENHYPEN/_/Bills,https://lastfm.freetls.fastly.net/i/u/300x300/e46768466df112b252fd29c87b74a2ea.png,
Ptolemaea,Ethel Cain,5255424,https://www.last.fm/music/Ethel+Cain/_/Ptolemaea,https://lastfm.freetls.fastly.net/i/u/300x300/52feaba2e909684881d532bc3b912efc.png,
Lose Yourself to Dance (feat. Pharrell Williams),Daft Punk,5254064,https://www.last.fm/music/Daft+Punk/_/Lose+Yourself+to+Dance+(feat.+Pharrell+Williams),https://lastfm.freetls.fastly.net/i/u/300x300/11dd7e48a1f042c688bf54985f01d088.png,
Up,Cardi B,5254003,https://www.last.fm/music/Cardi+B/_/Up,https://lastfm.freetls.fastly.net/i/u/300x300/003d0ec19acec5db3efd34aaa33cbdbb.png,
FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,5253724,https://www.last.fm/music/Travis+Scott/_/FRANCHISE+(feat.+Young+Thug+&+M.I.A.),https://lastfm.freetls.fastly.net/i/u/300x300/ca04139d40959fceaf6b3b5d8b5ea301.png,
Cherry Blossom Girl,Air,5253234,https://www.last.fm/music/Air/_/Cherry+Blossom+Girl,https://lastfm.freetls.fastly.net/i/u/300x300/7d739181806d4178805cddc616ed8a33.png,
dothatshit!,Playboi Carti,5252848,https://www.last.fm/music/Playboi+Carti/_/dothatshit%21,https://lastfm.freetls.fastly.net/i/u/300x300/9115b9fbc7cf8db99d504319cdf6bd90.png,
Cry Baby,Melanie Martinez,5252085,https://www.last.fm/music/Melanie+Martinez/_/Cry+Baby,https://lastfm.freetls.fastly.net/i/u/300x300/fd7acdbb6159ff62dbc88291ca98ce29.png,
TOMORROW,"Tyler, The Creator",5249435,"https://www.last.fm/music/Tyler,+The+Creator/_/TOMORROW",https://lastfm.freetls.fastly.net/i/u/300x300/8c0b389bb4cbf522bc5a2b58e15b6620.png,
976-EVIL,Deftones,5247287,https://www.last.fm/music/Deftones/_/976-EVIL,https://lastfm.freetls.fastly.net/i/u/300x300/858efffdf737c869e754c2f4dbe89f4c.png,
Massive,Drake,5247061,https://www.last.fm/music/Drake/_/Massive,https://lastfm.freetls.fastly.net/i/u/300x300/7d3763be1d113c617dcf65cff320b2ab.png,
Hit Me Where It Hurts,Caroline Polachek,5244154,https://www.last.fm/music/Caroline+Polachek/_/Hit+Me+Where+It+Hurts,https://lastfm.freetls.fastly.net/i/u/300x300/2e142b333b447cc2adf779d178b6ffa4.png,
Silk Chiffon,MUNA,5243574,https://www.last.fm/music/MUNA/_/Silk+Chiffon,https://lastfm.freetls.fastly.net/i/u/300x300/3d412815c6d7e79579aac0eba47110a6.png,
SPECIALZ,King Gnu,5243528,https://www.last.fm/music/King+Gnu/_/SPECIALZ,https://lastfm.freetls.fastly.net/i/u/300x300/152ebb5d5c433fbd614ab970e2498632.png,
Someone To Spend Time With,Los Retros,5242337,https://www.last.fm/music/Los+Retros/_/Someone+To+Spend+Time+With,,
A.D.I.D.A.S.,Korn,5242183,https://www.last.fm/music/Korn/_/A.D.I.D.A.S.,https://lastfm.freetls.fastly.net/i/u/300x300/41006b2356b2420e9fe2747540310d50.png,
Outro: Her,BTS,5240083,https://www.last.fm/music/BTS/_/Outro:+Her,https://lastfm.freetls.fastly.net/i/u/300x300/fac6de5d84939bd32422547cacb123fe.png,
Caroline,Aminé,5240053,https://www.last.fm/music/Amin%C3%A9/_/Caroline,https://lastfm.freetls.fastly.net/i/u/300x300/487ec8c78715ea0307231d39c22f3e4b.png,
Guilty Pleasure,Chappell Roan,5238668,https://www.last.fm/music/Chappell+Roan/_/Guilty+Pleasure,https://lastfm.freetls.fastly.net/i/u/300x300/b3987ea108b929eead2f59fdd3b4a007.png,
Hopelessly Devoted To You - From “Grease”,Olivia Newton-John,5237174,https://www.last.fm/music/Olivia+Newton-John/_/Hopelessly+Devoted+To+You+-+From+%E2%80%9CGrease%E2%80%9D,,
Brandy (You're A Fine Girl),Looking Glass,5233325,https://www.last.fm/music/Looking+Glass/_/Brandy+(You%27re+A+Fine+Girl),https://lastfm.freetls.fastly.net/i/u/300x300/dcd3bf84c7544d24b9f05d8a86588cb5.png,
Lo Mein,Lil Uzi Vert,5231849,https://www.last.fm/music/Lil+Uzi+Vert/_/Lo+Mein,https://lastfm.freetls.fastly.net/i/u/300x300/544aa5fe7908d216e17bf614c7e1ab27.png,
In The Air Tonight - 2015 Remastered,Phil Collins,5231830,https://www.last.fm/music/Phil+Collins/_/In+The+Air+Tonight+-+2015+Remastered,https://lastfm.freetls.fastly.net/i/u/300x300/c601a68cbd0db68c76071df58d7e6ce2.png,
Wings,Mac Miller,5231812,https://www.last.fm/music/Mac+Miller/_/Wings,https://lastfm.freetls.fastly.net/i/u/300x300/2dad797985ef30962436cc297600f457.png,
TTYL,Loossemble,5229620,https://www.last.fm/music/Loossemble/_/TTYL,https://lastfm.freetls.fastly.net/i/u/300x300/2fea5f76035e915c7a0acf262dcbe46b.png,
i,Aphex Twin,5228496,https://www.last.fm/music/Aphex+Twin/_/i,https://lastfm.freetls.fastly.net/i/u/300x300/36307d33d9e5025c8f4564748e17a5f8.png,
Dial Drunk,Noah Kahan,5228121,https://www.last.fm/music/Noah+Kahan/_/Dial+Drunk,https://lastfm.freetls.fastly.net/i/u/300x300/d4d93d94f46d2dda7e2fbf5f28ae1713.png,
Amour Plastique,Videoclub,5226579,https://www.last.fm/music/Videoclub/_/Amour+Plastique,https://lastfm.freetls.fastly.net/i/u/300x300/1d854173734bffe19eeace27a4aa78ef.png,
Blood // Water,grandson,5226389,https://www.last.fm/music/grandson/_/Blood+%2F%2F+Water,https://lastfm.freetls.fastly.net/i/u/300x300/03feba6e45fa86607c99e97eb44bb235.png,
WHO? WHAT!,Travis Scott,5225468,https://www.last.fm/music/Travis+Scott/_/WHO%3F+WHAT%21,https://lastfm.freetls.fastly.net/i/u/300x300/4386a469e620103f8436b3e969075959.png,
So Appalled,Kanye West,5225252,https://www.last.fm/music/Kanye+West/_/So+Appalled,https://lastfm.freetls.fastly.net/i/u/300x300/8a071c4b073625018de5f0ac58727511.png,
Me and My Broken Heart,Rixton,5223323,https://www.last.fm/music/Rixton/_/Me+and+My+Broken+Heart,https://lastfm.freetls.fastly.net/i/u/300x300/49bd0d5c871c4a67cade2f62bd56a50f.png,
Seoul City,Jennie,5220461,https://www.last.fm/music/Jennie/_/Seoul+City,https://lastfm.freetls.fastly.net/i/u/300x300/b689608aa2a7d7f98825b2d6f8f9657a.png,
Champagne Supernova - Remastered,Oasis,5217445,https://www.last.fm/music/Oasis/_/Champagne+Supernova+-+Remastered,https://lastfm.freetls.fastly.net/i/u/300x300/09d5c34c5afc7dcc30f2c456fedcb57e.png,
Thirsty,aespa,5216985,https://www.last.fm/music/aespa/_/Thirsty,https://lastfm.freetls.fastly.net/i/u/300x300/9f98a45f0e240638c7c5c7e57c7932e5.png,
Dernière danse,Indila,5216033,https://www.last.fm/music/Indila/_/Derni%C3%A8re+danse,https://lastfm.freetls.fastly.net/i/u/300x300/06c5f78571ad4981c94623afbbf6311a.png,
Present Tense,Radiohead,5214207,https://www.last.fm/music/Radiohead/_/Present+Tense,https://lastfm.freetls.fastly.net/i/u/300x300/28db3fdca036fb53c62754694a89d3fd.png,
Incinerate,Sonic Youth,5209484,https://www.last.fm/music/Sonic+Youth/_/Incinerate,https://lastfm.freetls.fastly.net/i/u/300x300/3203fba4309a15b8628f96ee71988e6d.png,
Hasta Cuando,Kali Uchis,5208293,https://www.last.fm/music/Kali+Uchis/_/Hasta+Cuando,https://lastfm.freetls.fastly.net/i/u/300x300/6044a8163acfc5cb5f7fd68501e54e11.png,
Killah (feat. Gesaffelstein),Lady Gaga,5207559,https://www.last.fm/music/Lady+Gaga/_/Killah+(feat.+Gesaffelstein),https://lastfm.freetls.fastly.net/i/u/300x300/1d58c148be480a963c1044deacebcd43.png,
NIGHT RIDER,Joji,5206946,https://www.last.fm/music/Joji/_/NIGHT+RIDER,https://lastfm.freetls.fastly.net/i/u/300x300/6f2784172913db6982b2f6de18b837f6.png,
AAA Powerline,Ecco2K,5205393,https://www.last.fm/music/Ecco2K/_/AAA+Powerline,https://lastfm.freetls.fastly.net/i/u/300x300/6c0b9c41b7de45c07131fddf40ddd7cb.png,
Ohio Is For Lovers,Hawthorne Heights,5203768,https://www.last.fm/music/Hawthorne+Heights/_/Ohio+Is+For+Lovers,https://lastfm.freetls.fastly.net/i/u/300x300/a330a95350fbbbb18fd4a65d44d9f5ff.png,
Taste (feat. Offset),Tyga,5202609,https://www.last.fm/music/Tyga/_/Taste+(feat.+Offset),,
Almost Back,Lucki,5201791,https://www.last.fm/music/Lucki/_/Almost+Back,https://lastfm.freetls.fastly.net/i/u/300x300/54820ae20e86f0a619289dfdb532fd47.png,
Only If,Steve Lacy,5199017,https://www.last.fm/music/Steve+Lacy/_/Only+If,https://lastfm.freetls.fastly.net/i/u/300x300/151b6087bb7fa09f437f504e12692f51.png,
Demons,Doja Cat,5198576,https://www.last.fm/music/Doja+Cat/_/Demons,https://lastfm.freetls.fastly.net/i/u/300x300/c4a410374b3d109438587acac6aaeff3.png,
Popular Monster,Falling in Reverse,5198438,https://www.last.fm/music/Falling+in+Reverse/_/Popular+Monster,https://lastfm.freetls.fastly.net/i/u/300x300/2e2fff99ac19fdcfc7ecc7054c429848.png,
I Will Survive,Gloria Gaynor,5198074,https://www.last.fm/music/Gloria+Gaynor/_/I+Will+Survive,https://lastfm.freetls.fastly.net/i/u/300x300/d335f102d7ad4877232c6157b247ee87.png,
Stay Ready (What a Life),Jhené Aiko,5198021,https://www.last.fm/music/Jhen%C3%A9+Aiko/_/Stay+Ready+(What+a+Life),https://lastfm.freetls.fastly.net/i/u/300x300/09a01556e2944daccddc11c814121df5.png,
Scars to Your Beautiful,Alessia Cara,5197198,https://www.last.fm/music/Alessia+Cara/_/Scars+to+Your+Beautiful,https://lastfm.freetls.fastly.net/i/u/300x300/f07077e74c6e4a60cac96194c57ae960.png,
With Arms Wide Open,Creed,5197047,https://www.last.fm/music/Creed/_/With+Arms+Wide+Open,https://lastfm.freetls.fastly.net/i/u/300x300/c4010ccecd184dc48916e4010e82d26c.png,
Rolling Stone,Brent Faiyaz,5196830,https://www.last.fm/music/Brent+Faiyaz/_/Rolling+Stone,https://lastfm.freetls.fastly.net/i/u/300x300/74c7c0622904c1fdf629bc307952ccc4.png,
Bleed (feat. Omar Apollo),Malcolm Todd,5195094,https://www.last.fm/music/Malcolm+Todd/_/Bleed+(feat.+Omar+Apollo),,
Once in a Lifetime,Talking Heads,5193319,https://www.last.fm/music/Talking+Heads/_/Once+in+a+Lifetime,https://lastfm.freetls.fastly.net/i/u/300x300/90bba62b69e784f77daa41d94ad2eef6.png,
Backburner,Niki,5193219,https://www.last.fm/music/Niki/_/Backburner,https://lastfm.freetls.fastly.net/i/u/300x300/c5dfaf563a94c8ddedd202d291bfcd64.png,
Birthday Sex,Jeremih,5192783,https://www.last.fm/music/Jeremih/_/Birthday+Sex,https://lastfm.freetls.fastly.net/i/u/300x300/7fcee4b02bdd4656b6de902fd0d8fbe2.png,
Hand Me Downs,Mac Miller,5192489,https://www.last.fm/music/Mac+Miller/_/Hand+Me+Downs,https://lastfm.freetls.fastly.net/i/u/300x300/2dad797985ef30962436cc297600f457.png,
CLYDE (I Hope At Least One of My Ex-Girlfriends Hears This),$uicideboy$,5191562,https://www.last.fm/music/$uicideboy$/_/CLYDE+(I+Hope+At+Least+One+of+My+Ex-Girlfriends+Hears+This),https://lastfm.freetls.fastly.net/i/u/300x300/999969bac2e123b8c376ea0f1ba06c9a.png,
If You’re Too Shy (Let Me Know),The 1975,5190705,https://www.last.fm/music/The+1975/_/If+You%E2%80%99re+Too+Shy+(Let+Me+Know),https://lastfm.freetls.fastly.net/i/u/300x300/c1cd2bea10b492424b00a7a552279f5b.png,
f song,Strawberry Guy,5188467,https://www.last.fm/music/Strawberry+Guy/_/f+song,https://lastfm.freetls.fastly.net/i/u/300x300/84370fe020dc941a41897d984d75e87c.png,
the light is coming (feat. Nicki Minaj),Ariana Grande,5187509,https://www.last.fm/music/Ariana+Grande/_/the+light+is+coming+(feat.+Nicki+Minaj),https://lastfm.freetls.fastly.net/i/u/300x300/15241c959e6db6f0c3fc6a2f7390de1a.png,
怪物,YOASOBI,5186759,https://www.last.fm/music/YOASOBI/_/%E6%80%AA%E7%89%A9,https://lastfm.freetls.fastly.net/i/u/300x300/0aee086b8fc65f07e279ef820d421be8.png,
Him & I (with Halsey),G-Eazy,5186713,https://www.last.fm/music/G-Eazy/_/Him+&+I+(with+Halsey),https://lastfm.freetls.fastly.net/i/u/300x300/3ad9a4d2beacfe8d1664ee71c19cd07f.png,
f song,Strawberry Guy,5186165,https://www.last.fm/music/Strawberry+Guy/_/f+song,https://lastfm.freetls.fastly.net/i/u/300x300/84370fe020dc941a41897d984d75e87c.png,
Slipping Through My Fingers,ABBA,5185785,https://www.last.fm/music/ABBA/_/Slipping+Through+My+Fingers,https://lastfm.freetls.fastly.net/i/u/300x300/fcb04c254a6dd30fff25981e0e76ad4f.png,
Dirty Diana,Michael Jackson,5185237,https://www.last.fm/music/Michael+Jackson/_/Dirty+Diana,https://lastfm.freetls.fastly.net/i/u/300x300/36577e77dabeb2aed157e98c8924d436.png,
All My Friends Know,PinkPantheress,5185053,https://www.last.fm/music/PinkPantheress/_/All+My+Friends+Know,https://lastfm.freetls.fastly.net/i/u/300x300/b61a72706919e942872cbdf59b604275.png,
Leave Her,Lucki,5184608,https://www.last.fm/music/Lucki/_/Leave+Her,https://lastfm.freetls.fastly.net/i/u/300x300/475b957bf464053ad435707753eae585.png,
In the Stars,Benson Boone,5181527,https://www.last.fm/music/Benson+Boone/_/In+the+Stars,https://lastfm.freetls.fastly.net/i/u/300x300/c769ad1280e558f34a044ac3b2c0a1f1.png,
homesick,wave to earth,5181388,https://www.last.fm/music/wave+to+earth/_/homesick,https://lastfm.freetls.fastly.net/i/u/300x300/312d04191a575f71f2c743fca3bb596f.png,
off the table (with The Weeknd),Ariana Grande,5178943,https://www.last.fm/music/Ariana+Grande/_/off+the+table+(with+The+Weeknd),https://lastfm.freetls.fastly.net/i/u/300x300/fa3a7a8c3a0e42c9fa8f26aea59a2ef6.png,
Superscar,ADÉLA,5177655,https://www.last.fm/music/AD%C3%89LA/_/Superscar,https://lastfm.freetls.fastly.net/i/u/300x300/65707b93d1cd1ce11e995e8c911f2adc.png,
Chaos Space Marine,"Black Country, New Road",5177487,"https://www.last.fm/music/Black+Country,+New+Road/_/Chaos+Space+Marine",https://lastfm.freetls.fastly.net/i/u/300x300/34ce0af3de74256fdda3d3b9544d9a60.png,
Love$ick (feat. A$AP Rocky),Mura Masa,5177100,https://www.last.fm/music/Mura+Masa/_/Love$ick+(feat.+A$AP+Rocky),https://lastfm.freetls.fastly.net/i/u/300x300/5a0744e16ef37b5b368fda9c0986f9a1.png,
Bad Decisions,The Strokes,5175864,https://www.last.fm/music/The+Strokes/_/Bad+Decisions,https://lastfm.freetls.fastly.net/i/u/300x300/576554c542da76c08f0e80c129afcb0e.png,
Fancy,Drake,5174125,https://www.last.fm/music/Drake/_/Fancy,https://lastfm.freetls.fastly.net/i/u/300x300/cf1b960aeb383b55aa6d53b639544c48.png,
I Have Nothing,Whitney Houston,5173662,https://www.last.fm/music/Whitney+Houston/_/I+Have+Nothing,https://lastfm.freetls.fastly.net/i/u/300x300/7b65d4954444f83b7f118c8d7f9a6922.png,
Dark Knight Dummo (feat. Travis Scott),Trippie Redd,5173556,https://www.last.fm/music/Trippie+Redd/_/Dark+Knight+Dummo+(feat.+Travis+Scott),https://lastfm.freetls.fastly.net/i/u/300x300/b5b78d2d95d375cb5e5cbc7b861b729c.png,
This Is Gospel,Panic! at the Disco,5172988,https://www.last.fm/music/Panic%21+at+the+Disco/_/This+Is+Gospel,https://lastfm.freetls.fastly.net/i/u/300x300/a4774f5ef1874ef59f90a44d562c8e0d.png,
If I Can't Have You,Shawn Mendes,5172073,https://www.last.fm/music/Shawn+Mendes/_/If+I+Can%27t+Have+You,https://lastfm.freetls.fastly.net/i/u/300x300/db4bcf472d972db98dc8052001e6e96a.png,
Bang Bang Bang Bang,Sohodolls,5168218,https://www.last.fm/music/Sohodolls/_/Bang+Bang+Bang+Bang,https://lastfm.freetls.fastly.net/i/u/300x300/4d33704ecb1a4745c7d7942ecaddea24.png,
Cradles,Sub Urban,5166768,https://www.last.fm/music/Sub+Urban/_/Cradles,https://lastfm.freetls.fastly.net/i/u/300x300/c6c09ba0a2977c4d9dd6920bc7d90fd8.png,
Serpentskirt,Cocteau Twins,5165016,https://www.last.fm/music/Cocteau+Twins/_/Serpentskirt,https://lastfm.freetls.fastly.net/i/u/300x300/e606a81febdfccd074a04c625bf56973.png,
