nombre,artista,reproducciones,url,imagen_url
Change,J. Cole,4149042,https://www.last.fm/music/J.+Cole/_/Change,https://lastfm.freetls.fastly.net/i/u/300x300/01a34a66db612b2a0bf049525c325654.png
Otaku Hot Girl,Megan Thee Stallion,3102947,https://www.last.fm/music/Megan+Thee+Stallion/_/Otaku+Hot+Girl,https://lastfm.freetls.fastly.net/i/u/300x300/8e81bf8597e3a9454c223b0e9416c94a.png
Man Down,Rihanna,7822223,https://www.last.fm/music/Rihanna/_/Man+Down,https://lastfm.freetls.fastly.net/i/u/300x300/a7cd5b2046514a52ba359e06743693f9.png
Animals,Architects,3032002,https://www.last.fm/music/Architects/_/Animals,https://lastfm.freetls.fastly.net/i/u/300x300/f6de1da1f5346edbd6c7f05642d44d7e.png
Stars Will Fall,Duster,8643826,https://www.last.fm/music/Duster/_/Stars+Will+Fall,https://lastfm.freetls.fastly.net/i/u/300x300/8634702883f739742a44915ae3777c29.png
retire (final),Alvedon,4350252,https://www.last.fm/music/Alvedon/_/retire+(final),https://lastfm.freetls.fastly.net/i/u/300x300/a65adfbcf4b500f9f491f5f0c14b4e6a.png
I Don't Know You,The Marías,5400552,https://www.last.fm/music/The+Mar%C3%ADas/_/I+Don%27t+Know+You,https://lastfm.freetls.fastly.net/i/u/300x300/87910ddc061744bc798346c2b0eef401.png
Question!,System of a Down,8351755,https://www.last.fm/music/System+of+a+Down/_/Question%21,https://lastfm.freetls.fastly.net/i/u/300x300/6af731c307585bb1e496f80f7dbad566.png
If I Ruled the World,BTS,3413931,https://www.last.fm/music/BTS/_/If+I+Ruled+the+World,https://lastfm.freetls.fastly.net/i/u/300x300/7f5ae8ffd586097d1c5818f057cbcde7.png
Last Night,Morgan Wallen,5083682,https://www.last.fm/music/Morgan+Wallen/_/Last+Night,https://lastfm.freetls.fastly.net/i/u/300x300/fc3eef2ced252c88e5161a617143fbd0.png
Drunk Walk Home,Mitski,7145760,https://www.last.fm/music/Mitski/_/Drunk+Walk+Home,https://lastfm.freetls.fastly.net/i/u/300x300/48b1e85daff0afa738996e8f7737f1ef.png
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,4490724,https://www.last.fm/music/DJ+Khaled/_/EVERY+CHANCE+I+GET+(feat.+Lil+Baby+&+Lil+Durk),
"Tom's Diner - 7"" Version",DNA,1894011,https://www.last.fm/music/DNA/_/Tom%27s+Diner+-+7%22+Version,https://lastfm.freetls.fastly.net/i/u/300x300/b6e220629bc04ecc803d4fc5c3b607c4.png
Gotta Have It,JAŸ-Z,200656,https://www.last.fm/music/JA%C5%B8-Z/_/Gotta+Have+It,
Cherry Blossom Girl,Air,5240166,https://www.last.fm/music/Air/_/Cherry+Blossom+Girl,https://lastfm.freetls.fastly.net/i/u/300x300/7d739181806d4178805cddc616ed8a33.png
(I Can't Get No) Satisfaction - Mono,The Rolling Stones,971062,https://www.last.fm/music/The+Rolling+Stones/_/(I+Can%27t+Get+No)+Satisfaction+-+Mono,https://lastfm.freetls.fastly.net/i/u/300x300/6c95de83c7c3a4ba9ae918a246455b2f.png
Hells Bells,AC/DC,7368416,https://www.last.fm/music/AC%2FDC/_/Hells+Bells,https://lastfm.freetls.fastly.net/i/u/300x300/3d359b955132742bc2fc3eacdff90b8c.png
She's A Rainbow,The Rolling Stones,3599145,https://www.last.fm/music/The+Rolling+Stones/_/She%27s+A+Rainbow,https://lastfm.freetls.fastly.net/i/u/300x300/0c9d4db3bdc435fa26793f28ea95f99a.png
Stateside + Bladee,PinkPantheress,1116285,https://www.last.fm/music/PinkPantheress/_/Stateside+%252B+Bladee,
Congrats,OsamaSon,3166490,https://www.last.fm/music/OsamaSon/_/Congrats,https://lastfm.freetls.fastly.net/i/u/300x300/ae8849105e2fb70f8bfb04cb5ab26479.png
More Than You Know,Axwell /\ Ingrosso,5369813,https://www.last.fm/music/Axwell+%2F%5C+Ingrosso/_/More+Than+You+Know,
Reward the Scars,Korn,98329,https://www.last.fm/music/Korn/_/Reward+the+Scars,https://lastfm.freetls.fastly.net/i/u/300x300/c465bf7efd4bfb9cb4c7bfd040071e6c.png
Big Brother,Kanye West,5519053,https://www.last.fm/music/Kanye+West/_/Big+Brother,https://lastfm.freetls.fastly.net/i/u/300x300/8ddd1959a2bef460a5149b3e0cf5e18a.png
Lot Of Me,Lil Tecca,6554326,https://www.last.fm/music/Lil+Tecca/_/Lot+Of+Me,https://lastfm.freetls.fastly.net/i/u/300x300/248e0c7a673e73bbaf9cb5a2415ba90b.png
I Know,Big Sean,3403378,https://www.last.fm/music/Big+Sean/_/I+Know,https://lastfm.freetls.fastly.net/i/u/300x300/cc556a40de042195144b6293bc213145.png
Everywhere I Go,Hollywood Undead,5737589,https://www.last.fm/music/Hollywood+Undead/_/Everywhere+I+Go,https://lastfm.freetls.fastly.net/i/u/300x300/79d315e009823751d61c5f0d6c8de8f1.png
To Love,Suki Waterhouse,2966580,https://www.last.fm/music/Suki+Waterhouse/_/To+Love,https://lastfm.freetls.fastly.net/i/u/300x300/d1188df8e5362e47239954f19a693eda.png
Linha do Equador,Djavan,959761,https://www.last.fm/music/Djavan/_/Linha+do+Equador,https://lastfm.freetls.fastly.net/i/u/300x300/c324777e295246faa925d17e89ec3f92.png
Vienna (In Memoriam),"The Army, The Navy",2766127,"https://www.last.fm/music/The+Army,+The+Navy/_/Vienna+(In+Memoriam)",https://lastfm.freetls.fastly.net/i/u/300x300/d11cf4dfc503dd3559e1df711278811c.png
double whammy (ss3bby yaridubz),xaviersobased,1820628,https://www.last.fm/music/xaviersobased/_/double+whammy+(ss3bby+yaridubz),https://lastfm.freetls.fastly.net/i/u/300x300/480e09d56e022311226b46b8ba48384e.png
Roots Bloody Roots,Sepultura,5118751,https://www.last.fm/music/Sepultura/_/Roots+Bloody+Roots,https://lastfm.freetls.fastly.net/i/u/300x300/6317c8389b36366800f02583398db3e0.png
Devil in Disguise,Marino,2139684,https://www.last.fm/music/Marino/_/Devil+in+Disguise,https://lastfm.freetls.fastly.net/i/u/300x300/a559f5c695b99b7f9ecd0f8917cd7247.png
Topanga,Trippie Redd,5068227,https://www.last.fm/music/Trippie+Redd/_/Topanga,https://lastfm.freetls.fastly.net/i/u/300x300/456911cab185d3b8c685fe7e1cfb66b6.png
You Found Me,The Fray,10023490,https://www.last.fm/music/The+Fray/_/You+Found+Me,https://lastfm.freetls.fastly.net/i/u/300x300/67f65a24646b6ad7de63485b78a7a383.png
Bigger In Texas,Megan Thee Stallion,1899858,https://www.last.fm/music/Megan+Thee+Stallion/_/Bigger+In+Texas,https://lastfm.freetls.fastly.net/i/u/300x300/fc7c505da7cd96381cfe1871991e8d9e.png
poison,Jaydes,5622230,https://www.last.fm/music/Jaydes/_/poison,https://lastfm.freetls.fastly.net/i/u/300x300/4368365f5fbf79c326a0d553175f3ebb.png
worth it,xaviersobased,1526281,https://www.last.fm/music/xaviersobased/_/worth+it,https://lastfm.freetls.fastly.net/i/u/300x300/5a77f033c9c21ed37c2be3617af6aa8c.png
Fool,Frankie Cosmos,6025189,https://www.last.fm/music/Frankie+Cosmos/_/Fool,https://lastfm.freetls.fastly.net/i/u/300x300/de4252a2660fe839cb8362bfde00b150.png
worry,LONOWN,233879,https://www.last.fm/music/LONOWN/_/worry,
Prayer of the Refugee,Rise Against,11337513,https://www.last.fm/music/Rise+Against/_/Prayer+of+the+Refugee,https://lastfm.freetls.fastly.net/i/u/300x300/5741bd6ddf618deb7653965171b9b0a9.png
Invincible (feat. Daniel Caesar),Omar Apollo,3851123,https://www.last.fm/music/Omar+Apollo/_/Invincible+(feat.+Daniel+Caesar),https://lastfm.freetls.fastly.net/i/u/300x300/685243cb07088d1c380d5a53ed393353.png
U wld never do it,Kuru,139926,https://www.last.fm/music/Kuru/_/U+wld+never+do+it,https://lastfm.freetls.fastly.net/i/u/300x300/c10941bd2c9446944e46b2bacd35cd5c.png
Liars Tale,Kneecap,191268,https://www.last.fm/music/Kneecap/_/Liars+Tale,https://lastfm.freetls.fastly.net/i/u/300x300/1c2a2f3bee49cc952f5d0b7916e4e509.png
Frisky,Dominic Fike,2739652,https://www.last.fm/music/Dominic+Fike/_/Frisky,https://lastfm.freetls.fastly.net/i/u/300x300/ea11589f28426d0feeab162ca61e3d0f.png
Music for a Sushi Restaurant,Harry Styles,10056585,https://www.last.fm/music/Harry+Styles/_/Music+for+a+Sushi+Restaurant,https://lastfm.freetls.fastly.net/i/u/300x300/32061f0904363502f73b77be7bb74eaf.png
Supermarket,Say Now,993801,https://www.last.fm/music/Say+Now/_/Supermarket,https://lastfm.freetls.fastly.net/i/u/300x300/7bcf225c4c4e4fdeb20ad080a39f60d4.png
The Very First Night (Taylor's Version) (From the Vault),Taylor Swift,10969193,https://www.last.fm/music/Taylor+Swift/_/The+Very+First+Night+(Taylor%27s+Version)+(From+the+Vault),https://lastfm.freetls.fastly.net/i/u/300x300/a758908e6e86dcecbb199c4b19acb799.png
Filthy Dog,Joost,1843552,https://www.last.fm/music/Joost/_/Filthy+Dog,https://lastfm.freetls.fastly.net/i/u/300x300/bb45907234fe8a9cbd4c3de3e6b566fc.png
Constellations,Duster,7299647,https://www.last.fm/music/Duster/_/Constellations,https://lastfm.freetls.fastly.net/i/u/300x300/309e5e5c6ec0765fc5034454cb6d69be.png
Easier,5 Seconds of Summer,5382209,https://www.last.fm/music/5+Seconds+of+Summer/_/Easier,https://lastfm.freetls.fastly.net/i/u/300x300/219cb2cf0b42ca0c88d9a01eea0c755d.png
On Your Own,Lil Tecca,1420182,https://www.last.fm/music/Lil+Tecca/_/On+Your+Own,https://lastfm.freetls.fastly.net/i/u/300x300/cba9196ce837bcb20094ea1a04f9a92a.png
The Edge of Glory,Lady Gaga,11077055,https://www.last.fm/music/Lady+Gaga/_/The+Edge+of+Glory,https://lastfm.freetls.fastly.net/i/u/300x300/f403f8f345f08b8aaba47a1be32b1c11.png
Turbo,Glokk40Spaz,914170,https://www.last.fm/music/Glokk40Spaz/_/Turbo,
Feeling Good,Michael Bublé,5701324,https://www.last.fm/music/Michael+Bubl%C3%A9/_/Feeling+Good,https://lastfm.freetls.fastly.net/i/u/300x300/e41dd73771b940ae80d62fc29452a44b.png
Planos,BK,3040976,https://www.last.fm/music/BK/_/Planos,
1-800-273-8255,Logic,6331390,https://www.last.fm/music/Logic/_/1-800-273-8255,https://lastfm.freetls.fastly.net/i/u/300x300/8899266798b2676226e2f7a3182a6146.png
Contact,Kelela,2543583,https://www.last.fm/music/Kelela/_/Contact,https://lastfm.freetls.fastly.net/i/u/300x300/21b87f7dd4ae908bd24bd964645bffa1.png
The Boxer,Simon & Garfunkel,6167587,https://www.last.fm/music/Simon+&+Garfunkel/_/The+Boxer,https://lastfm.freetls.fastly.net/i/u/300x300/d8f394b11385928249bb1406118d7700.png
Rockstar Boyfriend,Malcolm Todd,841161,https://www.last.fm/music/Malcolm+Todd/_/Rockstar+Boyfriend,https://lastfm.freetls.fastly.net/i/u/300x300/868c4ac6449fb4ff07b5a9f8bc690e4e.png
Back N Forth,Jack Murnin,527376,https://www.last.fm/music/Jack+Murnin/_/Back+N+Forth,https://lastfm.freetls.fastly.net/i/u/300x300/093ec2bdca7628a772970d83f4bd69bc.png
Kills,OsamaSon,2046622,https://www.last.fm/music/OsamaSon/_/Kills,https://lastfm.freetls.fastly.net/i/u/300x300/ae8849105e2fb70f8bfb04cb5ab26479.png
First It Giveth,Queens of the Stone Age,5905108,https://www.last.fm/music/Queens+of+the+Stone+Age/_/First+It+Giveth,https://lastfm.freetls.fastly.net/i/u/300x300/1319ef46e1da47f5c7dd7afdfb11aa53.png
Jobless Monday,Mitski,7621005,https://www.last.fm/music/Mitski/_/Jobless+Monday,https://lastfm.freetls.fastly.net/i/u/300x300/48b1e85daff0afa738996e8f7737f1ef.png
DICE,NMIXX,8299385,https://www.last.fm/music/NMIXX/_/DICE,https://lastfm.freetls.fastly.net/i/u/300x300/7a51bee8674f56c6cbf7eea968855f46.png
Lo Mein,Lil Uzi Vert,5216450,https://www.last.fm/music/Lil+Uzi+Vert/_/Lo+Mein,https://lastfm.freetls.fastly.net/i/u/300x300/544aa5fe7908d216e17bf614c7e1ab27.png
Striptease,FKA twigs,3343636,https://www.last.fm/music/FKA+twigs/_/Striptease,https://lastfm.freetls.fastly.net/i/u/300x300/721e50e14eafeeacab239885efcf1f44.png
Good Guy,Frank Ocean,10670391,https://www.last.fm/music/Frank+Ocean/_/Good+Guy,https://lastfm.freetls.fastly.net/i/u/300x300/82c92f044b27db86328ed6be3f8a735a.png
The Eyes of Ibad,Panchiko,1979236,https://www.last.fm/music/Panchiko/_/The+Eyes+of+Ibad,https://lastfm.freetls.fastly.net/i/u/300x300/6fa12c3f4bf011241d45189a0f82a338.png
Tempest,Ethel Cain,1858932,https://www.last.fm/music/Ethel+Cain/_/Tempest,https://lastfm.freetls.fastly.net/i/u/300x300/cd861cf5740414aeb84111c590724ce6.png
HORSESHOE,Tate McRae,1741299,https://www.last.fm/music/Tate+McRae/_/HORSESHOE,
2U (feat. Justin Bieber),David Guetta,2345385,https://www.last.fm/music/David+Guetta/_/2U+(feat.+Justin+Bieber),https://lastfm.freetls.fastly.net/i/u/300x300/2834dc5d2f5dbefb7ef8ca92241633d1.png
For You,BTS,3215621,https://www.last.fm/music/BTS/_/For+You,https://lastfm.freetls.fastly.net/i/u/300x300/09a67e73f0c6141b1045171ed743741f.png
Yuck,Charli xcx,8905421,https://www.last.fm/music/Charli+xcx/_/Yuck,https://lastfm.freetls.fastly.net/i/u/300x300/647da295e6e0696ecfcd73229d5816f3.png
come closer,sombr,1078662,https://www.last.fm/music/sombr/_/come+closer,https://lastfm.freetls.fastly.net/i/u/300x300/d2dae57b56a88791e1b3d90639c436d6.png
Crush,Cigarettes After Sex,5421017,https://www.last.fm/music/Cigarettes+After+Sex/_/Crush,https://lastfm.freetls.fastly.net/i/u/300x300/4aaf017819232160dc10cbe516f9bf5e.png
Stained Glass Eyes and Colorful Tears,Pierce the Veil,2818177,https://www.last.fm/music/Pierce+the+Veil/_/Stained+Glass+Eyes+and+Colorful+Tears,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.png
Hard Knock,Slayr,508994,https://www.last.fm/music/Slayr/_/Hard+Knock,https://lastfm.freetls.fastly.net/i/u/300x300/3843dd0874586904ef643332806e585d.png
FENIAN,Kneecap,95374,https://www.last.fm/music/Kneecap/_/FENIAN,https://lastfm.freetls.fastly.net/i/u/300x300/1c2a2f3bee49cc952f5d0b7916e4e509.png
JANE DOE,Kenshi Yonezu,2019336,https://www.last.fm/music/Kenshi+Yonezu/_/JANE+DOE,
Break My Stride,Matthew Wilder,4975083,https://www.last.fm/music/Matthew+Wilder/_/Break+My+Stride,https://lastfm.freetls.fastly.net/i/u/300x300/b3733ce3ca039c21eeca35c6cd7fd596.png
Young Millionaire .,fakemink,656164,https://www.last.fm/music/fakemink/_/Young+Millionaire+.,https://lastfm.freetls.fastly.net/i/u/300x300/42f887e9e7724350e728abd5e149c9a2.png
Move,Adam Port,2780453,https://www.last.fm/music/Adam+Port/_/Move,https://lastfm.freetls.fastly.net/i/u/300x300/3373662efbe08ea62e611457a4061dde.png
Mother,Danzig,6586012,https://www.last.fm/music/Danzig/_/Mother,https://lastfm.freetls.fastly.net/i/u/300x300/8900b4a78b4e42ada13d36a310cade49.png
Goodbye Henry. (feat. Al Green),RAYE,416062,https://www.last.fm/music/RAYE/_/Goodbye+Henry.+(feat.+Al+Green),https://lastfm.freetls.fastly.net/i/u/300x300/9a46ff6f5eff4b7f011dc63c87e800c0.png
The Man Who Sold the World - 2015 Remaster,David Bowie,3564275,https://www.last.fm/music/David+Bowie/_/The+Man+Who+Sold+the+World+-+2015+Remaster,https://lastfm.freetls.fastly.net/i/u/300x300/1df426b78791ac643a5fa195192b6750.png
Circadian Rhythm,Drake,2885315,https://www.last.fm/music/Drake/_/Circadian+Rhythm,https://lastfm.freetls.fastly.net/i/u/300x300/d67665dd545b647a6da55370931d0791.png
RIGHT HAND GIRL,TWICE,1868812,https://www.last.fm/music/TWICE/_/RIGHT+HAND+GIRL,https://lastfm.freetls.fastly.net/i/u/300x300/86bfdb49c71d5d763df0e5ef0685897b.png
White Owls,smokedope2016,2088990,https://www.last.fm/music/smokedope2016/_/White+Owls,https://lastfm.freetls.fastly.net/i/u/300x300/e744a391a72162bd7704658d587476ac.png
Golden Brown - Slowed Down Version,The Stranglers,1081284,https://www.last.fm/music/The+Stranglers/_/Golden+Brown+-+Slowed+Down+Version,
decode,Sabrina Carpenter,5536130,https://www.last.fm/music/Sabrina+Carpenter/_/decode,https://lastfm.freetls.fastly.net/i/u/300x300/67b457e6432139a78f2f97694e2b0264.png
NO BATIDÃO,ZXKAI,1032871,https://www.last.fm/music/ZXKAI/_/NO+BATID%C3%83O,https://lastfm.freetls.fastly.net/i/u/300x300/6d1b9245010f8986b5bbfbdb4513e9ce.png
One Thing,Lola Young,3022724,https://www.last.fm/music/Lola+Young/_/One+Thing,https://lastfm.freetls.fastly.net/i/u/300x300/052e2228b86c907fef4161a24811d07f.png
Soundtrack 2 My Life,Kid Cudi,9957509,https://www.last.fm/music/Kid+Cudi/_/Soundtrack+2+My+Life,https://lastfm.freetls.fastly.net/i/u/300x300/8ca0fd6e84a14317a7d21eaebc81320a.png
This fffire - new version,Franz Ferdinand,3426010,https://www.last.fm/music/Franz+Ferdinand/_/This+fffire+-+new+version,
10 Freaky Girls (with 21 Savage),Metro Boomin,9218372,https://www.last.fm/music/Metro+Boomin/_/10+Freaky+Girls+(with+21+Savage),
White Girl,Shy Glizzy,2207464,https://www.last.fm/music/Shy+Glizzy/_/White+Girl,https://lastfm.freetls.fastly.net/i/u/300x300/88cfad2752d64ac9cabfc10485566e0a.png
Girl Feels Good,FKA twigs,2983039,https://www.last.fm/music/FKA+twigs/_/Girl+Feels+Good,https://lastfm.freetls.fastly.net/i/u/300x300/721e50e14eafeeacab239885efcf1f44.png
IDGAF,Dua Lipa,9244131,https://www.last.fm/music/Dua+Lipa/_/IDGAF,https://lastfm.freetls.fastly.net/i/u/300x300/b678140a31be9e7b83f650b98c5abc5b.png
INTRO : Ringwanderung,BTS,4361591,https://www.last.fm/music/BTS/_/INTRO+:+Ringwanderung,https://lastfm.freetls.fastly.net/i/u/300x300/32d273cd551b3735eaae450616920b1a.png
HOES DEPRESSED,THOT SQUAD,1306702,https://www.last.fm/music/THOT+SQUAD/_/HOES+DEPRESSED,https://lastfm.freetls.fastly.net/i/u/300x300/884b0bd286ed260ed0559a73b4c4e6a3.png
PARIS,$uicideboy$,9046759,https://www.last.fm/music/$uicideboy$/_/PARIS,https://lastfm.freetls.fastly.net/i/u/300x300/f9a0f59cb7ff26857224d4b621062509.png
Girl Afraid - 2011 Remaster,The Smiths,3756903,https://www.last.fm/music/The+Smiths/_/Girl+Afraid+-+2011+Remaster,https://lastfm.freetls.fastly.net/i/u/300x300/88295d7f49c2d92465c9432e560cb5aa.png
BACKSTAGE,Matuê,953174,https://www.last.fm/music/Matu%C3%AA/_/BACKSTAGE,https://lastfm.freetls.fastly.net/i/u/300x300/c92fea771e199bade6172e2fe4874537.png
Talk That Talk,Rihanna,3333222,https://www.last.fm/music/Rihanna/_/Talk+That+Talk,https://lastfm.freetls.fastly.net/i/u/300x300/bf5a2952483614a2d5c8858e0226a91e.png
Give It Away,Red Hot Chili Peppers,9354010,https://www.last.fm/music/Red+Hot+Chili+Peppers/_/Give+It+Away,https://lastfm.freetls.fastly.net/i/u/300x300/866a975e024d45e2ad50e3e0399dd45d.png
The Way You Move (feat. Sleepy Brown),OutKast,2510640,https://www.last.fm/music/OutKast/_/The+Way+You+Move+(feat.+Sleepy+Brown),https://lastfm.freetls.fastly.net/i/u/300x300/bfa7a78aa052365f83c9e11269b367a7.png
To Love Somebody,Holly Humberstone,517272,https://www.last.fm/music/Holly+Humberstone/_/To+Love+Somebody,https://lastfm.freetls.fastly.net/i/u/300x300/9f3305111976bab4b9b8757065c644c8.png
I Cry,Flo Rida,3242692,https://www.last.fm/music/Flo+Rida/_/I+Cry,https://lastfm.freetls.fastly.net/i/u/300x300/464c01230e6bdfab7dec17f5106d7bbe.png
LOOK UP,Tiffany Day,273638,https://www.last.fm/music/Tiffany+Day/_/LOOK+UP,https://lastfm.freetls.fastly.net/i/u/300x300/619c88789e51db551cfc1b3b39747b63.png
BLACKOUT,Turnstile,3957481,https://www.last.fm/music/Turnstile/_/BLACKOUT,https://lastfm.freetls.fastly.net/i/u/300x300/fb9fd6e903fc97af8111a07e3cbc53c6.png
We Die Young,Alice in Chains,5142264,https://www.last.fm/music/Alice+in+Chains/_/We+Die+Young,https://lastfm.freetls.fastly.net/i/u/300x300/61d67476df27e0c4b4450f47f654be27.png
M.... She Wrote,Tay-K,7621336,https://www.last.fm/music/Tay-K/_/M....+She+Wrote,https://lastfm.freetls.fastly.net/i/u/300x300/a113a5658d6a1e067f99102b1e239648.png
Sauna,Jessie Ware,156162,https://www.last.fm/music/Jessie+Ware/_/Sauna,https://lastfm.freetls.fastly.net/i/u/300x300/8ccb5ed69ae70c56f34db09e36590a7f.png
wutiwant,saraunh0ly,3658469,https://www.last.fm/music/saraunh0ly/_/wutiwant,https://lastfm.freetls.fastly.net/i/u/300x300/fcedf9b7629c7f63313889b42f416165.png
Werkin,OsamaSon,2488971,https://www.last.fm/music/OsamaSon/_/Werkin,https://lastfm.freetls.fastly.net/i/u/300x300/d22d7de0af3a22d9695e58e309d1e75a.png
LosT,Bring Me the Horizon,5139621,https://www.last.fm/music/Bring+Me+the+Horizon/_/LosT,https://lastfm.freetls.fastly.net/i/u/300x300/6b702652626b3b56054cd809617b670f.png
Bad Decisions,Ariana Grande,4496975,https://www.last.fm/music/Ariana+Grande/_/Bad+Decisions,https://lastfm.freetls.fastly.net/i/u/300x300/51b8cd76546763550af19d0937cae80a.png
Street Lights,Kanye West,8958573,https://www.last.fm/music/Kanye+West/_/Street+Lights,https://lastfm.freetls.fastly.net/i/u/300x300/a10a67180b666ce93a3bb79c49faca0b.png
Territorial Pissings,Nirvana,8636327,https://www.last.fm/music/Nirvana/_/Territorial+Pissings,https://lastfm.freetls.fastly.net/i/u/300x300/e8693de0a153e609b3eaebb42d62e8be.png
Classy 101,Feid,4599593,https://www.last.fm/music/Feid/_/Classy+101,https://lastfm.freetls.fastly.net/i/u/300x300/86160f25b1115a557072bf29fdc5ef83.png
From the Ritz to the Rubble,Arctic Monkeys,12518959,https://www.last.fm/music/Arctic+Monkeys/_/From+the+Ritz+to+the+Rubble,https://lastfm.freetls.fastly.net/i/u/300x300/dd7a29bece21e078dd3e602d9d8f8fd3.png
Lazy Eye,Silversun Pickups,6985371,https://www.last.fm/music/Silversun+Pickups/_/Lazy+Eye,https://lastfm.freetls.fastly.net/i/u/300x300/26318874212d488eb726d362c18ecc6a.png
I Will Not Bow,Breaking Benjamin,5075540,https://www.last.fm/music/Breaking+Benjamin/_/I+Will+Not+Bow,https://lastfm.freetls.fastly.net/i/u/300x300/1a08133ca5ec4c868b99d6a7a7ec4b77.png
Boyband,5 Seconds of Summer,1341098,https://www.last.fm/music/5+Seconds+of+Summer/_/Boyband,https://lastfm.freetls.fastly.net/i/u/300x300/76c153b7799c07f136d587b1d5a9dc98.png
MALASNOTICIAS.,Alvaro Diaz,72360,https://www.last.fm/music/Alvaro+Diaz/_/MALASNOTICIAS.,https://lastfm.freetls.fastly.net/i/u/300x300/133ad095afe434523836f1eb973ca861.png
ATLiens,OutKast,4886324,https://www.last.fm/music/OutKast/_/ATLiens,https://lastfm.freetls.fastly.net/i/u/300x300/02faa14e03554a73936ecb031c641bcf.png
It's You,Ninajirachi,736463,https://www.last.fm/music/Ninajirachi/_/It%27s+You,https://lastfm.freetls.fastly.net/i/u/300x300/775d0a00fd58ef204a78623df2f8b6c3.png
I might say something stupid,Charli xcx,7606484,https://www.last.fm/music/Charli+xcx/_/I+might+say+something+stupid,https://lastfm.freetls.fastly.net/i/u/300x300/b00527c6ae0cd1d4c9bf3706b130ad56.png
9 and Three Quarters (Run Away),TOMORROW X TOGETHER,6614739,https://www.last.fm/music/TOMORROW+X+TOGETHER/_/9+and+Three+Quarters+(Run+Away),https://lastfm.freetls.fastly.net/i/u/300x300/a44f89354fdb93d2621f0faeafb603b3.png
Hacker,Death Grips,6708867,https://www.last.fm/music/Death+Grips/_/Hacker,https://lastfm.freetls.fastly.net/i/u/300x300/30ef0d3d35720910529fe026a2d2fe7c.png
Ageispolis,Aphex Twin,5298233,https://www.last.fm/music/Aphex+Twin/_/Ageispolis,https://lastfm.freetls.fastly.net/i/u/300x300/36307d33d9e5025c8f4564748e17a5f8.png
The Apparition,Sleep Token,4267323,https://www.last.fm/music/Sleep+Token/_/The+Apparition,https://lastfm.freetls.fastly.net/i/u/300x300/e7b531006b41eb9bb864362291962f39.png
Capo 2x,Lucki,46792,https://www.last.fm/music/Lucki/_/Capo+2x,https://lastfm.freetls.fastly.net/i/u/300x300/621d0d049988bf7cf3d6f7b2129e6301.png
Machu Picchu,The Strokes,7948431,https://www.last.fm/music/The+Strokes/_/Machu+Picchu,https://lastfm.freetls.fastly.net/i/u/300x300/65d41ffa467f4d16adf8bf876c586c78.png
with the IE (way up),Jennie,3747591,https://www.last.fm/music/Jennie/_/with+the+IE+(way+up),https://lastfm.freetls.fastly.net/i/u/300x300/5b344e792abff0b84e203e5581021d4d.png
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",Metro Boomin,5440512,"https://www.last.fm/music/Metro+Boomin/_/Annihilate+(Spider-Man:+Across+the+Spider-Verse)+(Metro+Boomin+&+Swae+Lee,+Lil+Wayne,+Offset)",https://lastfm.freetls.fastly.net/i/u/300x300/dc3bdeadd7ef481945b1c8c062757bae.png
Where Are You,54 Ultra,1632042,https://www.last.fm/music/54+Ultra/_/Where+Are+You,https://lastfm.freetls.fastly.net/i/u/300x300/7f6e2599f6020318eeb3a0a6dccd47fe.png
Inner Child,BTS,28772932,https://www.last.fm/music/BTS/_/Inner+Child,https://lastfm.freetls.fastly.net/i/u/300x300/0d6f0c646a5cda4c17f390b8fb28542b.png
Alameda,Elliott Smith,6285972,https://www.last.fm/music/Elliott+Smith/_/Alameda,https://lastfm.freetls.fastly.net/i/u/300x300/d0e0f2d4237c30fb5d27d62d53e051f5.png
Jump,Madonna,4102834,https://www.last.fm/music/Madonna/_/Jump,https://lastfm.freetls.fastly.net/i/u/300x300/940351f3cd3404d81c6dfe62ffb55c6c.png
Red Flavor,Red Velvet,5099710,https://www.last.fm/music/Red+Velvet/_/Red+Flavor,https://lastfm.freetls.fastly.net/i/u/300x300/1b507591a4b924b56340dfb66428ecc5.png
Moral of the Story,Ashe,6297548,https://www.last.fm/music/Ashe/_/Moral+of+the+Story,https://lastfm.freetls.fastly.net/i/u/300x300/daa22da50cbf1083784f5d287131172b.png
Candy Paint,Post Malone,5562363,https://www.last.fm/music/Post+Malone/_/Candy+Paint,https://lastfm.freetls.fastly.net/i/u/300x300/55f0c4cacc4bfed6e76c7067a08fbec2.png
O que a Julia vai ser?,AJULLIACOSTA,284179,https://www.last.fm/music/AJULLIACOSTA/_/O+que+a+Julia+vai+ser%3F,https://lastfm.freetls.fastly.net/i/u/300x300/f57de45e7e86953d45993303786f3690.png
Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,10306739,https://www.last.fm/music/Lana+Del+Rey/_/Summer+Bummer+(feat.+A$AP+Rocky+&+Playboi+Carti),https://lastfm.freetls.fastly.net/i/u/300x300/9173fd54e72f693dc950fdaf5c863b7d.png
